"Gear","Species","Lenght_mm","Weight_g","Sex","Mat","Number","Total weight_g"
"D","SCIOCAN",420,NA,"F",1,NA,NA
"D","SCIOCAN",360,NA,"M",1,NA,NA
"D","SCIOCAN",245,NA,"F",1,NA,NA
"D","SCIOCAN",370,NA,"F",1,NA,NA
