"alpha","beta","sigma","specie"
-1.05154654278799,2.33270165287728,0.162087972753754,"AEQUOPE"
-1.17888213898739,2.49050832018361,0.16327309647516,"AEQUOPE"
-1.35262084037161,2.42170994648821,0.157941866176418,"AEQUOPE"
-1.08690465833136,2.56577649997808,0.160654760076726,"AEQUOPE"
-1.20837170813444,2.57040925360955,0.158843281270861,"AEQUOPE"
-1.02497640366252,2.42831647014291,0.159191737566324,"AEQUOPE"
-1.07352597655973,2.46090827757057,0.161519452972935,"AEQUOPE"
-1.04698264607602,2.45850614135347,0.162420611064752,"AEQUOPE"
-1.18265147923943,2.55075525315108,0.1589032233997,"AEQUOPE"
-1.08113807605304,2.49065240391877,0.157597023813789,"AEQUOPE"
-1.2528741034802,2.62009380239291,0.159708523888093,"AEQUOPE"
-1.01281573072913,2.51291801998674,0.159232564871511,"AEQUOPE"
-1.01913918187511,2.46014340295318,0.158608903275776,"AEQUOPE"
-0.9008625655083,2.52236472837628,0.159980402613316,"AEQUOPE"
-1.21150491516466,2.49342611887437,0.163074483231119,"AEQUOPE"
-1.25984917878105,2.52710883804416,0.162206044715767,"AEQUOPE"
-1.0442041636228,2.31358150818832,0.160057222077662,"AEQUOPE"
-1.0402939001563,2.41625424681084,0.162499458619851,"AEQUOPE"
-1.02991053185486,2.47083064621681,0.160528960864403,"AEQUOPE"
-1.2474214031571,2.53050863922166,0.158082119118716,"AEQUOPE"
-0.938547670721281,2.48180599889199,0.161051878923873,"AEQUOPE"
-1.05096100331338,2.55323689568893,0.162868951890415,"AEQUOPE"
-0.985546463482654,2.5737203269412,0.159646344973263,"AEQUOPE"
-0.965098409626606,2.55327993150349,0.162771606738659,"AEQUOPE"
-1.13012164084685,2.49848170001055,0.158625356357748,"AEQUOPE"
-0.848809481908205,2.49816636459295,0.160856499912938,"AEQUOPE"
-1.08066323224802,2.57342064412338,0.161871314786153,"AEQUOPE"
-1.05372915930338,2.57144838209884,0.159576841323998,"AEQUOPE"
-1.12603260383598,2.52672656672702,0.160121147913516,"AEQUOPE"
-1.15242212198482,2.5405583769403,0.159768997190214,"AEQUOPE"
-1.05173516554005,2.36085185837996,0.160615463131844,"AEQUOPE"
-0.998553210780431,2.60649274407116,0.161799143169696,"AEQUOPE"
-0.848167914579873,2.44194952627399,0.160251778936365,"AEQUOPE"
-1.02695989729559,2.46462951649895,0.159427498025395,"AEQUOPE"
-1.04310418173274,2.54611831000531,0.160918771570253,"AEQUOPE"
-1.08627725854967,2.58219543273121,0.159722722124582,"AEQUOPE"
-1.05115068444421,2.5487765849121,0.161540666303522,"AEQUOPE"
-1.20977560254921,2.49230065417517,0.161687720468376,"AEQUOPE"
-0.934212240629294,2.52999351596391,0.160289622482733,"AEQUOPE"
-1.01129499419356,2.72216329974501,0.163557384751325,"AEQUOPE"
-0.976224730132255,2.60738907619316,0.16077329730691,"AEQUOPE"
-0.892155672596881,2.41606324219115,0.159127776180647,"AEQUOPE"
-1.2134770171137,2.66802608398561,0.157709859700497,"AEQUOPE"
-0.951945698401992,2.48696807563763,0.162662725610608,"AEQUOPE"
-0.933045884136855,2.58198977504493,0.162722250940836,"AEQUOPE"
-1.07489857063807,2.54801181892593,0.157321633101958,"AEQUOPE"
-1.12581038145629,2.5183236735387,0.157614731529135,"AEQUOPE"
-1.20720536279232,2.59635218517885,0.160537771524159,"AEQUOPE"
-1.08615793642857,2.46384532028289,0.164101614535073,"AEQUOPE"
-0.971941980812753,2.50082935222857,0.160274780406258,"AEQUOPE"
-0.859729407093032,2.42902648835534,0.162425353023636,"AEQUOPE"
-1.15992296379019,2.30832629657856,0.158759939116158,"AEQUOPE"
-1.11564076325478,2.43014304967463,0.158768981903559,"AEQUOPE"
-1.84122371294442,1.72966300670578,0.200241456281597,"ALLOMED"
-1.23018628233705,1.66112490540491,0.165398254252167,"ALLOMED"
-1.03651212816723,1.90564280803312,0.183533039260151,"ALLOMED"
-1.0050981725909,1.66644196707343,0.190960237960351,"ALLOMED"
-1.8478495663725,1.7280540833022,0.248611503031936,"ALLOMED"
-1.00269447095199,1.68723901977232,0.199383281342542,"ALLOMED"
-1.39978432085173,1.92327345965925,0.178489390083197,"ALLOMED"
-1.10113574459782,1.62394303746508,0.160912823112,"ALLOMED"
-1.1379174257603,1.51678275996034,0.174011100975557,"ALLOMED"
-1.11456566999493,1.67701995037152,0.195688425357055,"ALLOMED"
-1.14630334374758,1.67701995037152,0.201255854591267,"ALLOMED"
-1.04802526212059,1.67701995037152,0.200986515306951,"ALLOMED"
-1.14630334374758,1.53391338287873,0.246669377235616,"ALLOMED"
-2.04904113609056,1.9058813082336,0.20015269229881,"ALLOMED"
-1.25238227019601,1.879480170932,0.16009933631304,"ALLOMED"
-1.16835834021504,1.57065466718037,0.208094549780287,"ALLOMED"
-1.69976168363909,1.73655617808,0.215867648618089,"ALLOMED"
-1.9244116185199,1.7433044518141,0.213930341316931,"ALLOMED"
-1.14630334374758,1.68729304248783,0.191758028276407,"ALLOMED"
-1.10870028719384,1.67701995037152,0.174732493731867,"ALLOMED"
-1.07935685949889,2.0189573397592,0.209995248687597,"ALLOMED"
-1.83701793389083,1.85258114713528,0.200182604423334,"ALLOMED"
-1.15128215664504,1.6879502819485,0.195151548174865,"ALLOMED"
-1.47265182591443,1.6440535645634,0.200241456281597,"ALLOMED"
-1.14630334374758,1.85727358955232,0.203682316197914,"ALLOMED"
-1.66130446818177,1.69133054897158,0.20140700278229,"ALLOMED"
-1.84487114047004,1.67701995037152,0.200241456281597,"ALLOMED"
-1.49232970330979,1.68485698871478,0.179894381596532,"ALLOMED"
-1.14630334374758,1.69030079422523,0.201255854591267,"ALLOMED"
-1.44253479756033,1.5917472073459,0.198296738209453,"ALLOMED"
-1.53307536292676,1.65820195223669,0.173455140101199,"ALLOMED"
-0.312037769242059,1.6582565719687,0.206953135535264,"ALLOMED"
-1.45268095611966,1.70209816321519,0.195955066790894,"ALLOMED"
-1.62253605438901,1.17365791773625,0.216807154659441,"ALLOMED"
-1.11471761470158,1.8071211654756,0.170351499176825,"ALLOMED"
-1.51245381951272,1.60464856956663,0.25117716109804,"ALLOMED"
-1.48193356403232,1.82397607247877,0.223600246269797,"ALLOMED"
-1.43574657225227,1.98539115355458,0.200241456281597,"ALLOMED"
-1.20689377744969,1.68723901977232,0.174274416357638,"ALLOMED"
-1.13666017314333,1.86004341214262,0.171119208082221,"ALLOMED"
-1.09269913048694,1.72954901077268,0.193751202420464,"ALLOMED"
-1.35582453821426,1.94599195004121,0.212944401184737,"ALLOMED"
-1.61563642594542,1.67814418238967,0.210942232657554,"ALLOMED"
-1.28739694366478,1.7324975477434,0.205093819158816,"ALLOMED"
-1.59696569738564,2.09897313968447,0.172054534369087,"ALLOMED"
-2.17242766447381,1.85223542097802,0.201255854591267,"ALLOMED"
-1.80598439220048,1.69368784644246,0.192470251855842,"ALLOMED"
-1.13666017314333,1.95870898132255,0.200654664110957,"ALLOMED"
-1.34071580762423,1.62923450978199,0.200658678695091,"ALLOMED"
-1.63503695183915,1.8654536229767,0.155264861305432,"ALLOMED"
-1.97160656294651,1.86590824281207,0.187821056911536,"ALLOMED"
-1.15880377857586,1.56159165892429,0.200241456281597,"ALLOMED"
-2.04281635844525,1.62987722951513,0.19225272841307,"ALLOMED"
-1.04056806826783,1.84982403643223,0.219235014048023,"ALLOMED"
-1.12399787697955,1.66901074973174,0.22629748235154,"ALLOMED"
-1.01364454274605,1.93584962247663,0.199136784294171,"ALLOMED"
-1.29029680314176,1.69368784644246,0.192845776893746,"ALLOMED"
-1.0452845165422,1.69675895422278,0.200182604423334,"ALLOMED"
-1.02143996513608,1.85099879367585,0.155857229415594,"ALLOMED"
-1.4194537792236,1.69380511337233,0.184971976214342,"ALLOMED"
-1.02465858559913,1.71759978477851,0.191808718592261,"ALLOMED"
-1.39109341776122,1.85406689699541,0.147548656841109,"ALLOMED"
-1.86503563072515,1.67701995037152,0.263284892591568,"ALLOMED"
-2.02023732829045,1.6821309194074,0.198650941962393,"ALLOMED"
-1.41126134592504,1.70781625706244,0.217858121655041,"ALLOMED"
-1.63971232420773,1.87378462386419,0.201255854591267,"ALLOMED"
-1.038203162819,2.18811065760952,0.221624067069819,"ALLOMED"
-1.55095117788143,1.66327399895949,0.219506655424913,"ALLOMED"
-0.851678440818744,1.63961668405105,0.200182604423334,"ALLOMED"
-1.06900086516189,1.68540052877847,0.187497331338852,"ALLOMED"
-0.94404530823617,1.64563830154255,0.240922319456057,"ALLOMED"
-1.09662593875625,2.02365144517041,0.160966707477851,"ALLOMED"
-0.969472439552182,2.35258120329875,0.199274532580796,"ALLOMED"
-1.58536113507785,1.6307462599468,0.200241456281597,"ALLOMED"
-1.16236856240889,1.76910780939543,0.159747247364354,"ALLOMED"
-1.02315241581692,1.76400678020016,0.24847500509028,"ALLOMED"
-1.14630334374758,2.134409809617,0.266556196641028,"ALLOMED"
-1.00574092600431,1.87870314612429,0.178505013369365,"ALLOMED"
-1.67532300724719,1.64564968103774,0.163262546994034,"ALLOMED"
-1.01507195067646,1.69368784644246,0.189545802540498,"ALLOMED"
-0.991866737293055,1.85700408685157,0.191655525509622,"ALLOMED"
-1.5954492108387,1.85551940734551,0.166868016354662,"ALLOMED"
-1.81133640668797,1.65872173490025,0.201255854591267,"ALLOMED"
-1.09178774748857,1.80109558330016,0.178028500911668,"ALLOMED"
-1.09237570606885,1.7648586276799,0.229770191991209,"ALLOMED"
-0.990340090439275,1.687176227184,0.158102306475044,"ALLOMED"
-1.08038016579313,1.93017048814869,0.195703118986863,"ALLOMED"
-1.03240882818422,1.64211301502236,0.179748970737386,"ALLOMED"
-1.60812563977723,1.74413531147624,0.211356869648621,"ALLOMED"
-1.5556726619483,1.48402281345222,0.158745263865665,"ALLOMED"
-1.00391217263753,1.95859849906361,0.173398752919555,"ALLOMED"
-1.50722796631247,2.03779720857213,0.197041785508615,"ALLOMED"
-1.68738316569273,1.76493544857107,0.19267952924746,"ALLOMED"
-1.01804379579527,2.08037140800814,0.183264746422695,"ALLOMED"
-0.998975576606636,1.68515552343915,0.210654858967808,"ALLOMED"
-1.16236856240889,1.69380511337233,0.166553649837647,"ALLOMED"
-1.14630334374758,1.68907499086561,0.159595367716121,"ALLOMED"
-1.14630334374758,2.09391435958459,0.227637404129373,"ALLOMED"
-2.22009250457095,2.07587346447355,0.20140700278229,"ALLOMED"
-1.04554722351029,1.69229989700276,0.220180984654323,"ALLOMED"
-4.10570453303431,2.67603970218397,0.260464115431502,"ARNOLAT"
-4.09135814560466,2.63489510459251,0.252385471066876,"ARNOLAT"
-4.11692737876999,2.61439213842097,0.246635657702814,"ARNOLAT"
-3.41079230649926,2.45072768242462,0.247083457281532,"ARNOLAT"
-4.03362216143567,2.62248907692444,0.246627167989965,"ARNOLAT"
-4.09756332147197,2.53897657498305,0.267199642128729,"ARNOLAT"
-3.97378880851817,2.67557631829481,0.250221495437683,"ARNOLAT"
-3.60584903011254,2.68543647065058,0.254810047423766,"ARNOLAT"
-4.02468341489444,2.63872571623398,0.239012447946931,"ARNOLAT"
-3.80621392322019,2.54575976985513,0.244756569052659,"ARNOLAT"
-3.53234860767017,2.67623688666175,0.243242190732927,"ARNOLAT"
-4.06307915333557,2.50129930889188,0.238908069162505,"ARNOLAT"
-4.08469204424755,2.62619549986221,0.250403123310138,"ARNOLAT"
-3.76775730437939,2.59882731352985,0.277375576072935,"ARNOLAT"
-4.03295799242418,2.68331516229984,0.256556044355245,"ARNOLAT"
-4.07637059060916,2.59261838214051,0.238963564037517,"ARNOLAT"
-3.79245919440903,2.67610693414351,0.257407221756893,"ARNOLAT"
-3.75096100922598,2.67259664529076,0.24254483266599,"ARNOLAT"
-3.60439824126679,2.68308341195994,0.248713579106747,"ARNOLAT"
-3.78735818224825,2.76520289913397,0.266381460301071,"ARNOLAT"
-4.03845393173206,2.48622667440508,0.245763913297304,"ARNOLAT"
-3.73481834722053,2.5810458769106,0.27032884562616,"ARNOLAT"
-4.0950719326592,2.67621919161169,0.265554341270309,"ARNOLAT"
-3.77189225385776,2.69521193732756,0.246205152015684,"ARNOLAT"
-3.69112633223102,2.62522316295458,0.259014395404269,"ARNOLAT"
-3.75439571513968,2.67488440835122,0.247105411060041,"ARNOLAT"
-4.08469204424755,2.47278656720676,0.268733941049096,"ARNOLAT"
-3.89743607691076,2.5283482469128,0.256188945730134,"ARNOLAT"
-3.91158180090716,2.54241144201732,0.245354929068651,"ARNOLAT"
-3.70981653609015,2.5475839787577,0.27407068971501,"ARNOLAT"
-3.78787523599541,2.58948568998253,0.269713719915908,"ARNOLAT"
-3.75758001717699,2.58577272200459,0.257898701125405,"ARNOLAT"
-4.15035009737288,2.64679389199611,0.264433994595411,"ARNOLAT"
-3.61166175172786,2.59699624623977,0.246825266981342,"ARNOLAT"
-3.6814280825958,2.68046049736036,0.248094820997476,"ARNOLAT"
-4.02987722525082,2.76443932905836,0.240270923174289,"ARNOLAT"
-3.9274085633355,2.63345096812614,0.252026420698056,"ARNOLAT"
-3.31363388138986,2.71127673502422,0.24790167899129,"ARNOLAT"
-3.89271398306073,2.62041669680396,0.246419431049584,"ARNOLAT"
-4.04556438382843,2.56408903608625,0.268882269773862,"ARNOLAT"
-3.88030405939842,2.4796705609371,0.256837504480187,"ARNOLAT"
-4.01261614869857,2.75418992272674,0.238138888631936,"ARNOLAT"
-3.88043231716785,2.54608138399188,0.243727862813745,"ARNOLAT"
-3.65722031680123,2.58847773786355,0.255413757664217,"ARNOLAT"
-3.78046069935178,2.6883939825732,0.247356966039787,"ARNOLAT"
-4.05840078388585,2.72156735491026,0.258415953704889,"ARNOLAT"
-3.67844912127128,2.57797296580678,0.238505237644168,"ARNOLAT"
-3.58514707629122,2.55598923400822,0.244779125992696,"ARNOLAT"
-3.70917087890467,2.67136144572492,0.258141301710695,"ARNOLAT"
-3.59542038569873,2.75910745777764,0.232787737958212,"ARNOLAT"
-3.85041641419137,2.59682193465653,0.239910068234316,"ARNOLAT"
-3.83570774584897,2.67845167939975,0.241704362590597,"ARNOLAT"
-3.57337763983432,2.56260579941722,0.257644126292252,"ARNOLAT"
-3.91070763233885,2.67768005349327,0.238368328878058,"ARNOLAT"
-4.08469204424755,2.59714631821326,0.269362821391279,"ARNOLAT"
-3.71739424524673,2.69750103049698,0.248289545678154,"ARNOLAT"
-3.74273746172714,2.72700666383308,0.249286469604543,"ARNOLAT"
-3.71129977147861,2.74312044535136,0.242354451863053,"ARNOLAT"
-3.85580826669243,2.58430500879443,0.249618014848956,"ARNOLAT"
-4.06490664255069,2.61606593950631,0.246633436051399,"ARNOLAT"
-4.03222976418328,2.68397828501992,0.246825266981342,"ARNOLAT"
-3.93793596626718,2.60382126823314,0.250294087725909,"ARNOLAT"
-3.82637901389361,2.57434971088368,0.242829506764225,"ARNOLAT"
-3.94632903304961,2.63136593387799,0.258347727978593,"ARNOLAT"
-3.75518031592903,2.62296299885602,0.242821363461422,"ARNOLAT"
-3.5464505699278,2.68972028662855,0.248803123816194,"ARNOLAT"
-3.32210485966269,2.58384911992555,0.248108897452751,"ARNOLAT"
-3.7902590367139,2.53204876262303,0.247411356860264,"ARNOLAT"
-3.70051984618998,2.57356504187031,0.253439734375841,"ARNOLAT"
-3.61599157014015,2.66935748684799,0.234978417871399,"ARNOLAT"
-3.96187003839068,2.64461425357781,0.256147545154469,"ARNOLAT"
-4.20569069086609,2.56089902318748,0.245251897989186,"ARNOLAT"
-3.80594907185019,2.64021796211931,0.247681704853908,"ARNOLAT"
-4.03666099633151,2.6237032657615,0.260457586124705,"ARNOLAT"
-4.00786646216988,2.62408286086745,0.246695616421848,"ARNOLAT"
-3.60820152321389,2.59837023778854,0.269170240595779,"ARNOLAT"
-3.73103152109844,2.62212374296601,0.275610098988555,"ARNOLAT"
-4.10284107948023,2.58811836964756,0.247450221325155,"ARNOLAT"
-3.9086819463806,2.49924015342153,0.241184884442411,"ARNOLAT"
-3.75917304528159,2.73397023247252,0.248234947744359,"ARNOLAT"
-3.6774940659019,2.61499940956705,0.2468610989514,"ARNOLAT"
-3.81800733474744,2.68047048052422,0.242661730585356,"ARNOLAT"
-3.67275208606483,2.68124787167703,0.261108075320655,"ARNOLAT"
-3.84680307190751,2.68098523289761,0.246201279195788,"ARNOLAT"
-3.61574576732785,2.6714288987076,0.256386998468177,"ARNOLAT"
-3.88547990918689,2.67171578556394,0.25797519635534,"ARNOLAT"
-3.74022928826704,2.60188378148574,0.264681691520234,"ARNOLAT"
-4.20672610402097,2.57289391332556,0.234339540399985,"ARNOLAT"
-3.58177963190737,2.70359906424088,0.248358023709447,"ARNOLAT"
-3.93493612868713,2.70960011919283,0.230332774560213,"ARNOLAT"
-3.96658994054341,2.64449781871273,0.2497681117457,"ARNOLAT"
-4.01089901245979,2.50179534675707,0.245326557183735,"ARNOLAT"
-3.87099687585656,2.65557824709648,0.246825266981342,"ARNOLAT"
-3.31958839803376,2.65438703914921,0.23946584600393,"ARNOLAT"
-3.9555352331385,2.57090252609663,0.256129676131264,"ARNOLAT"
-4.07190069418491,2.68578477347978,0.263407493748222,"ARNOLAT"
-3.98161869858692,2.617782942248,0.254829727416736,"ARNOLAT"
-4.07495590947861,2.60514109069358,0.28335052102083,"ARNOLAT"
-4.01825104545355,2.59113677882913,0.25147601664553,"ARNOLAT"
-3.78859544163025,2.68866308878848,0.248690393209532,"ARNOLAT"
-3.77976292355473,2.5959466866433,0.165124444338537,"ARNOTHO"
-3.98509378883983,2.63209923430858,0.222776152180928,"ARNOTHO"
-4.02129887007358,2.93385242799988,0.235579270239864,"ARNOTHO"
-3.9492338745092,2.77669096079927,0.276172359472461,"ARNOTHO"
-3.98877462914396,2.73396267548582,0.200620395365014,"ARNOTHO"
-3.500875074763,2.50101887215048,0.239665459698849,"ARNOTHO"
-3.94280136605219,2.67875901904217,0.274836229211046,"ARNOTHO"
-4.47525208098132,2.53436365107895,0.18103183416457,"ARNOTHO"
-4.36312861981421,2.59583269641725,0.166347172523311,"ARNOTHO"
-4.10655713464573,3.11957052974491,0.215883743412521,"ARNOTHO"
-3.19799538150265,2.48509897844038,0.210483291841515,"ARNOTHO"
-3.96901184147513,2.71622847497828,0.175898630966829,"ARNOTHO"
-4.31629225209633,2.91935644482258,0.233278162489253,"ARNOTHO"
-3.60725458009556,2.70780135624488,0.169993694607551,"ARNOTHO"
-4.5405615179056,2.67875901904217,0.231534081715946,"ARNOTHO"
-3.94500870439489,2.69607368651952,0.240255578622537,"ARNOTHO"
-3.90206465959764,2.71808677836946,0.176811281401073,"ARNOTHO"
-3.37390872826855,2.45384684573527,0.186767532965373,"ARNOTHO"
-3.24255794476722,2.73396267548582,0.273009068418263,"ARNOTHO"
-2.90588054857127,2.85981552461546,0.177787524956496,"ARNOTHO"
-4.45046782187984,2.70568200546727,0.295524228900143,"ARNOTHO"
-3.98159426043083,3.0460030374508,0.236376799164566,"ARNOTHO"
-4.33151494928824,2.75182713212922,0.233157428236922,"ARNOTHO"
-3.93108191865983,2.64014407745825,0.185860170254237,"ARNOTHO"
-3.90961435892255,2.60684006349068,0.287300514120008,"ARNOTHO"
-3.72312056027746,2.84501143453511,0.187431745028013,"ARNOTHO"
-4.00311350961726,2.76047465868177,0.234840843921655,"ARNOTHO"
-4.09499452672816,2.70100786657749,0.240041462934557,"ARNOTHO"
-3.85541605205025,2.49505688612402,0.201843560861582,"ARNOTHO"
-3.94280136605219,2.52156576379187,0.187909782566185,"ARNOTHO"
-3.93108191865983,3.32698120557294,0.214557732421703,"ARNOTHO"
-3.97337782680677,2.68882181521843,0.17487609342117,"ARNOTHO"
-3.65789985836055,2.61023419543861,0.171215471986862,"ARNOTHO"
-4.087131653011,2.66517848018269,0.143702589516001,"ARNOTHO"
-3.24619076455674,2.68863169616369,0.184148054144474,"ARNOTHO"
-4.50208846948957,2.68357235111795,0.184422702264374,"ARNOTHO"
-4.24979010389326,2.9726415196951,0.275041856683005,"ARNOTHO"
-4.01554079074414,2.59678999034659,0.168880103919495,"ARNOTHO"
-4.09629370951571,2.31809219136305,0.22854705955296,"ARNOTHO"
-3.36964822781529,2.49185293229839,0.218083097187995,"ARNOTHO"
-4.28908875681841,2.43251703371364,0.182829890962467,"ARNOTHO"
-4.30615340986961,2.68015237218959,0.278177659873911,"ARNOTHO"
-3.94280136605219,2.68134003641246,0.182821859496349,"ARNOTHO"
-4.64508327875982,2.88995588909128,0.193373234271749,"ARNOTHO"
-3.73197863140153,3.11317936710539,0.227706584216401,"ARNOTHO"
-3.8956199068636,2.71808677836946,0.203941001452942,"ARNOTHO"
-3.93108191865983,2.85078056837979,0.288912863859046,"ARNOTHO"
-3.32326947169373,2.73396267548582,0.229882744419998,"ARNOTHO"
-3.70876179905385,2.7987670886977,0.183298583923726,"ARNOTHO"
-3.37944201954982,2.71808677836946,0.176811281401073,"ARNOTHO"
-3.93172079460858,2.6879063770805,0.276625662482071,"ARNOTHO"
-3.86486067319505,2.68428869641806,0.265886208586717,"ARNOTHO"
-3.94715249395556,2.73210883763814,0.276368001724691,"ARNOTHO"
-4.40570720264179,2.42900337702243,0.17487609342117,"ARNOTHO"
-4.24184139169766,2.26843889844758,0.26995669967844,"ARNOTHO"
-4.0024440265853,2.67899327864883,0.260528977975186,"ARNOTHO"
-3.97719407278937,2.582967007739,0.18103183416457,"ARNOTHO"
-3.96660550526774,2.4373364647301,0.202639545433459,"ARNOTHO"
-4.21752494185889,2.67822243044796,0.18498910143155,"ARNOTHO"
-3.99161581139903,2.60803513712715,0.276368001724691,"ARNOTHO"
-3.85329939024797,2.67822243044796,0.17487609342117,"ARNOTHO"
-3.90789167804727,2.67875901904217,0.280876488032638,"ARNOTHO"
-4.01554079074414,2.54759473895104,0.178738912023051,"ARNOTHO"
-3.66179982366949,2.71808677836946,0.165915375668664,"ARNOTHO"
-3.94280136605219,2.63456159963955,0.283280510264567,"ARNOTHO"
-3.86849581709002,2.73396267548582,0.217599639024264,"ARNOTHO"
-3.78563244263434,2.58461610879891,0.276104771925135,"ARNOTHO"
-3.55777272045068,2.52403204208181,0.183011313210405,"ARNOTHO"
-3.93046196130329,2.70568200546727,0.201591051125259,"ARNOTHO"
-4.72420624424726,2.75879893330043,0.277042704929288,"ARNOTHO"
-4.0325094765417,2.55389223213388,0.275886482118028,"ARNOTHO"
-3.55822237994907,2.68920105570766,0.177787524956496,"ARNOTHO"
-3.33448750204394,2.70715337702249,0.198024847886206,"ARNOTHO"
-3.97670100368038,2.75117587713584,0.157996841911034,"ARNOTHO"
-3.79340924413867,2.6809941780896,0.276079254836471,"ARNOTHO"
-3.6006235525023,2.66179876830962,0.239268100359744,"ARNOTHO"
-2.8803656854507,2.71808677836946,0.274844549162682,"ARNOTHO"
-3.95892180466549,2.70904890582391,0.217192341663723,"ARNOTHO"
-3.72446500282882,2.59929525647111,0.203513637965289,"ARNOTHO"
-3.54833553573378,2.47076768177795,0.184542021863001,"ARNOTHO"
-3.99382354783094,2.70714813811586,0.206905356327286,"ARNOTHO"
-4.26282851984529,2.70568200546727,0.275041856683005,"ARNOTHO"
-3.90206465959764,2.70904890582391,0.215046770224371,"ARNOTHO"
-4.29532493589296,2.69480157880851,0.276779848584924,"ARNOTHO"
-4.40973780689516,2.67875901904217,0.195862763181251,"ARNOTHO"
-4.21302618833088,2.40455078582377,0.169993694607551,"ARNOTHO"
-3.38692298293118,2.70780135624488,0.402228896839775,"ARNOTHO"
-3.99161581139903,2.69357730628475,0.276440767549996,"ARNOTHO"
-3.91016206649401,2.68546054304913,0.143504053672541,"ARNOTHO"
-4.04063833098468,2.54288181059494,0.190223581118922,"ARNOTHO"
-3.93191190755299,2.75728480694854,0.337775622968647,"ARNOTHO"
-4.00525605054609,2.74506533424223,0.194274143415679,"ARNOTHO"
-4.03372459807865,2.70134777078796,0.175708501246813,"ARNOTHO"
-3.98566300031118,2.67957581794882,0.213485793082574,"ARNOTHO"
-3.97484803572395,2.58967755589553,0.180870562476697,"ARNOTHO"
-4.11368424081774,2.66140277674834,0.17487609342117,"ARNOTHO"
-3.5931259699481,2.49646312083692,0.18498910143155,"ARNOTHO"
-4.44170398178074,2.67115005666417,0.189574330337436,"ARNOTHO"
-4.17759100274366,2.67787259177985,0.215955711970124,"ARNOTHO"
-4.17184506401454,2.58172390610266,0.182821859496349,"ARNOTHO"
-3.4093498226352,2.98558259381058,0.0917606945036414,"BLENOCE"
-4.55683316014299,2.89430028602276,0.0765094792708185,"BLENOCE"
